processed,who_id,dataset,prop_id,keep,duplicate_record_id,who_region,country_territory_area,iso,iso_3166_1_numeric,admin_level,area_covered,prov_category,prov_subcategory,prov_measure,who_code,who_category,who_subcategory,who_measure,comments,date_start,measure_stage,prev_measure_number,following_measure_number,date_end,reason_ended,targeted,enforcement,non_compliance_penalty,value_usd,percent_interest,date_entry,link,link_live,link_eng,source,source_type,alt_link,alt_link_live,alt_link_eng,source_alt,queries_comments
,JH_HIT_KJnzAp,JH_HIT,1483_border_in_air,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Oruro,closed_border,,Border closures for entering by air,5.7,International travel measures,,Suspending or restricting international flights,"Trips to and from the rest of country is suspended except supervised entry of food and other necessities. Until March 31, 2020. ",2020-03-16 00:00:00,,,,,,entire population,,,,,2020-04-17 09:31:13,,,,https://www.dropbox.com/s/bmj2pqwifv1ien2/1483_closed_border.pdf?dl=1,,,,,,
,JH_HIT_AjUnye,JH_HIT,1483_border_in_land,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Oruro,closed_border,,Border closures for entering by land,5.9,International travel measures,,Closing international land borders,"Trips to and from the rest of country is suspended except supervised entry of food and other necessities. Until March 31, 2020. ",2020-03-16 00:00:00,,,,,,entire population,,,,,2020-04-17 09:31:13,,,,https://www.dropbox.com/s/bmj2pqwifv1ien2/1483_closed_border.pdf?dl=1,,,,,,
,JH_HIT_e7JhkU,JH_HIT,1483_border_in_sea,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Oruro,closed_border,,Border closures for entering by sea,5.8,International travel measures,,Suspending or restricting international ferries or ships,"Trips to and from the rest of country is suspended except supervised entry of food and other necessities. Until March 31, 2020. ",2020-03-16 00:00:00,,,,,,entire population,,,,,2020-04-17 09:31:13,,,,https://www.dropbox.com/s/bmj2pqwifv1ien2/1483_closed_border.pdf?dl=1,,,,,,
,JH_HIT_FIdPQn,JH_HIT,1483_border_out_air,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Oruro,closed_border,,Border closures for leaving by air,5.7,International travel measures,,Suspending or restricting international flights,"Trips to and from the rest of country is suspended except supervised entry of food and other necessities. Until March 31, 2020. ",2020-03-16 00:00:00,,,,,,entire population,,,,,2020-04-17 09:31:13,,,,https://www.dropbox.com/s/bmj2pqwifv1ien2/1483_closed_border.pdf?dl=1,,,,,,
,JH_HIT_lkAHWQ,JH_HIT,1483_border_out_land,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Oruro,closed_border,,Border closures for leaving by land,5.9,International travel measures,,Closing international land borders,"Trips to and from the rest of country is suspended except supervised entry of food and other necessities. Until March 31, 2020. ",2020-03-16 00:00:00,,,,,,entire population,,,,,2020-04-17 09:31:13,,,,https://www.dropbox.com/s/bmj2pqwifv1ien2/1483_closed_border.pdf?dl=1,,,,,,
,JH_HIT_VjB7yI,JH_HIT,1483_border_out_sea,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Oruro,closed_border,,Border closures for leaving by sea,5.8,International travel measures,,Suspending or restricting international ferries or ships,"Trips to and from the rest of country is suspended except supervised entry of food and other necessities. Until March 31, 2020. ",2020-03-16 00:00:00,,,,,,entire population,,,,,2020-04-17 09:31:13,,,,https://www.dropbox.com/s/bmj2pqwifv1ien2/1483_closed_border.pdf?dl=1,,,,,,
,JH_HIT_8TYDGf,JH_HIT,1483_nursery_school,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Oruro,school_closed,,Nursery school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,"Until March 31, 2020 for further evaluation. ",2020-03-12 00:00:00,,,,,,Nursery school closures,,required,,,2020-04-17 10:40:03,,,,https://www.dropbox.com/s/qfnm1uzcyogkejc/1483_school_closed.pdf?dl=1,,,,,https://www.lostiempos.com/actualidad/pais/20200311/ministro-educacion-descarta-suspension-actividades-escolares-pais,
,JH_HIT_o00gJQ,JH_HIT,1483_primary_school,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Oruro,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,"Until March 31, 2020 for further evaluation. ",2020-03-12 00:00:00,,,,,,Primary school closures,,required,,,2020-04-17 10:40:03,,,,https://www.dropbox.com/s/qfnm1uzcyogkejc/1483_school_closed.pdf?dl=1,,,,,https://www.lostiempos.com/actualidad/pais/20200311/ministro-educacion-descarta-suspension-actividades-escolares-pais,
,JH_HIT_GT0xdC,JH_HIT,1483_sec_school,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Oruro,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,"Until March 31, 2020 for further evaluation. ",2020-03-12 00:00:00,,,,,,Secondary school closures,,required,,,2020-04-17 10:40:03,,,,https://www.dropbox.com/s/qfnm1uzcyogkejc/1483_school_closed.pdf?dl=1,,,,,https://www.lostiempos.com/actualidad/pais/20200311/ministro-educacion-descarta-suspension-actividades-escolares-pais,
,JH_HIT_3G5AAb,JH_HIT,1483_post_school,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Oruro,school_closed,,Post-secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,"Until March 31, 2020 for further evaluation. ",2020-03-12 00:00:00,,,,,,Post-secondary school closures,,required,,,2020-04-17 10:40:03,,,,https://www.dropbox.com/s/qfnm1uzcyogkejc/1483_school_closed.pdf?dl=1,,,,,https://www.lostiempos.com/actualidad/pais/20200311/ministro-educacion-descarta-suspension-actividades-escolares-pais,
,JH_HIT_TJ9oCS,JH_HIT,1483_limit_mvt,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Oruro,limited_mvt,,Limiting movement within borders,4.5.3,Social and physical distancing measures,Domestic travel ,Restricting entry,"Travel is restricted to Mondays, Wednesdays and Fridays following confinement hours (prohibited 3:00 p.m. to 5:00 a.m) until March 31, 2020. ",2020-03-16 00:00:00,,,,,,entire population,,,,,2020-04-17 09:33:42,,,,https://www.dropbox.com/s/vlmbzw87prhgwlj/1483_limited_mvt.pdf?dl=1,,,,,,
,JH_HIT_y83aAc,JH_HIT,1483_confinement,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Oruro,household_confined,,Household confinement,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,No one can be outside of their households from 5pm to 5AM unless otherwise authorized ,2020-03-16 00:00:00,,,,,,entire population,,required,,,2020-04-17 09:51:56,,,,https://www.dropbox.com/s/03y6d5h1i4rf1lk/1483_household_confined.pdf?dl=1,,,,,,
,JH_HIT_94xMm3,JH_HIT,1483_public_transport,,,AMRO,"bolivia, plurinational state of",BOL,68,state,Oruro,public_transport_closed,,Public transportation closures,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,"Public transport only on Tuesdays, Wednesdays, and Fridays from 6AM to 3PM. Public Transport officers but carry out daily cleaning of their vehicles and have bottles of hand sanitizer available.",2020-03-16 00:00:00,,,,,,entire population,,required,,,2020-04-17 10:18:37,,,,https://www.dropbox.com/s/3cinfsuxsnoc2ik/1483_public_transport_closed.pdf?dl=1,,,,,https://www.paginasiete.bo/sociedad/2020/3/16/oruro-arranca-la-cuarentena-declara-alerta-roja-por-covid-19-249765.html,
,JH_HIT_59bGPv,JH_HIT,1506_nursery_school,,,SEARO,bhutan,BTN,64,state,Thimphu,school_closed,,Nursery school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,"Schools and institutes closure in three DzongkhagsConforming with the response plan, the government announces closure of schools and institutes in Thimphu, Paro and Punakha for two weeks with effect from March 6.The duration is specified in keeping with the health advisory, which states that people who would have contracted infection from the primary source would develop fullblown infection by then.Parents are advised to closely monitor the health of the child. Should there be any concern, parents are asked to contact health officials.",2020-03-06 00:00:00,,,,,,Nursery school closures,,required,,,2020-04-17 14:21:46,,,,https://www.dropbox.com/s/p0ugs1oyvn0s3m3/1506_school_closed.pdf?dl=1,,,,,http://www.moh.gov.bt/first-confirmed-covid-19-case-in-bhutan/,
,JH_HIT_JSJzzL,JH_HIT,1506_primary_school,,,SEARO,bhutan,BTN,64,state,Thimphu,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,"Schools and institutes closure in three DzongkhagsConforming with the response plan, the government announces closure of schools and institutes in Thimphu, Paro and Punakha for two weeks with effect from March 6.The duration is specified in keeping with the health advisory, which states that people who would have contracted infection from the primary source would develop fullblown infection by then.Parents are advised to closely monitor the health of the child. Should there be any concern, parents are asked to contact health officials.",2020-03-06 00:00:00,,,,,,Primary school closures,,required,,,2020-04-17 14:21:46,,,,https://www.dropbox.com/s/p0ugs1oyvn0s3m3/1506_school_closed.pdf?dl=1,,,,,http://www.moh.gov.bt/first-confirmed-covid-19-case-in-bhutan/,
,JH_HIT_TQEVqX,JH_HIT,1506_sec_school,,,SEARO,bhutan,BTN,64,state,Thimphu,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,"Schools and institutes closure in three DzongkhagsConforming with the response plan, the government announces closure of schools and institutes in Thimphu, Paro and Punakha for two weeks with effect from March 6.The duration is specified in keeping with the health advisory, which states that people who would have contracted infection from the primary source would develop fullblown infection by then.Parents are advised to closely monitor the health of the child. Should there be any concern, parents are asked to contact health officials.",2020-03-06 00:00:00,,,,,,Secondary school closures,,required,,,2020-04-17 14:21:46,,,,https://www.dropbox.com/s/p0ugs1oyvn0s3m3/1506_school_closed.pdf?dl=1,,,,,http://www.moh.gov.bt/first-confirmed-covid-19-case-in-bhutan/,
,JH_HIT_ZbPmz2,JH_HIT,1506_post_school,,,SEARO,bhutan,BTN,64,state,Thimphu,school_closed,,Post-secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,"Schools and institutes closure in three DzongkhagsConforming with the response plan, the government announces closure of schools and institutes in Thimphu, Paro and Punakha for two weeks with effect from March 6.The duration is specified in keeping with the health advisory, which states that people who would have contracted infection from the primary source would develop fullblown infection by then.Parents are advised to closely monitor the health of the child. Should there be any concern, parents are asked to contact health officials.",2020-03-06 00:00:00,,,,,,Post-secondary school closures,,required,,,2020-04-17 14:21:46,,,,https://www.dropbox.com/s/p0ugs1oyvn0s3m3/1506_school_closed.pdf?dl=1,,,,,http://www.moh.gov.bt/first-confirmed-covid-19-case-in-bhutan/,
,JH_HIT_WKiEbP,JH_HIT,1508_limit_mvt,,,AFRO,benin,BEN,204,state,Atlantique,limited_mvt,,Limiting movement within borders,4.5.3,Social and physical distancing measures,Domestic travel ,Restricting entry,"Established sanitary cordon around municipalities of Cotonou, AbomeyCalavi, Allada, Ouidah, Tori, Ze, SemePodji, PortoNovo, AkproMisserete, Adjarra, SoAva, and Aguegues starting March 30, 2020 at 00h until April 12 at midnight.",2020-03-30 00:00:00,,,,,,entire population,,,,,2020-04-17 14:30:58,,,,https://www.dropbox.com/s/ocerww1ez3toqx7/1508_limited_mvt.zip?dl=1,,,,,"https://www.gouv.bj/actualite/571/coronavirus---communique-ministre-interieur-sujet-cordon-sanitaire/
https://www.gouv.bj/actualite/572/",
,JH_HIT_K3SPSj,JH_HIT,1508_public_transport,,,AFRO,benin,BEN,204,state,Atlantique,public_transport_closed,,Public transportation closures,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,No more than 1 passenger on motorcycle taxis. No more than 3 passengers (in addition to driver) in city taxis. No more than 3 passengers (in addition to driver) on boats. Buses and minibuses are prohibited from circulating within the sanitary cordon.,2020-03-30 00:00:00,,,,,,entire population,,required,,,2020-04-17 14:41:15,,,,https://www.dropbox.com/s/iym5vdit4pfn7rp/1508_public_transport_closed.zip?dl=1,,,,,"https://www.gouv.bj/actualite/571/coronavirus---communique-ministre-interieur-sujet-cordon-sanitaire/
https://www.gouv.bj/actualite/572/",
,JH_HIT_Br3RUC,JH_HIT,1508_mask,,,AFRO,benin,BEN,204,state,Atlantique,mask,,Universal facemask policies,1.4,Individual measures,,Wearing a mask,"Masks are compulsory in the sanitary cordon everywhere in public and private administration, in meetings, meetings in markets, shops, boutiques, etc. regardless of the number of people present. Recommended usage throughout the rest of the country",2020-04-08 00:00:00,,,,,,geographic subpopulation,,required,,,2020-04-17 14:46:19,,,,https://www.dropbox.com/s/68jfa5ky7jdjhi8/1508_mask.zip?dl=1,,,,,,
,JH_HIT_ISJdqW,JH_HIT,1515_limit_mvt,,,AFRO,benin,BEN,204,state,Oueme,limited_mvt,,Limiting movement within borders,4.5.3,Social and physical distancing measures,Domestic travel ,Restricting entry,"Sanitary cordon established around municipalities of Cotonou, AbomeyCalavi, Allada, Ouidah, Tori, Ze, SemePodji, PortoNovo, AkproMisserete, Adjarra, SoAva, and Aguegues. Ban on entering and leaving the sanitary cordon areas without permission of authorities. ",2020-03-30 00:00:00,,,,,,entire population,,,,,2020-04-17 17:07:11,,,,https://www.dropbox.com/s/qi32jtgmjsjl4tg/1515_limited_mvt.zip?dl=1,,,,,"https://www.gouv.bj/actualite/571/coronavirus---communique-ministre-interieur-sujet-cordon-sanitaire/
https://www.gouv.bj/actualite/572/",
,JH_HIT_s3WpFL,JH_HIT,1515_public_transport,,,AFRO,benin,BEN,204,state,Oueme,public_transport_closed,,Public transportation closures,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,No more than 1 passenger on motorcycle taxis. No more than 3 passengers (in addition to driver) in city taxis. No more than 3 passengers (in addition to driver) in boats. Buses and minibuses are prohibited from circulating within the sanitary cordon.,2020-03-30 00:00:00,,,,,,geographic subpopulation,,required,,,2020-04-17 17:19:56,,,,https://www.dropbox.com/s/5evk58888h6ouhz/1515_public_transport_closed.zip?dl=1,,,,,https://www.gouv.bj/actualite/571/coronavirus---communique-ministre-interieur-sujet-cordon-sanitaire/,
,JH_HIT_57jjMZ,JH_HIT,1515_mask,,,AFRO,benin,BEN,204,state,Oueme,mask,,Universal facemask policies,1.4,Individual measures,,Wearing a mask,"In sanitary cordon, wearing of masks is compulsory everywhere in public and private administration, in meetings, meetings in markets, shops, boutiques, etc. regardless of the number of people present. In other regions outside the sanitary cordon it is strongly recommended to also use masks.",2020-04-08 00:00:00,,,,,,geographic subpopulation,,required,,,2020-04-17 17:26:34,,,,https://www.dropbox.com/s/h26qp1qh37pociy/1515_mask.zip?dl=1,,,,,https://www.gouv.bj/actualite/585/coronavirus---port-masque-obligatoire-benin/,
,JH_HIT_Ne7SDj,JH_HIT,1523_mask,,,WPRO,china,CHN,156,state,Zhejiang,mask,,Universal facemask policies,1.4,Individual measures,,Wearing a mask,,2020-02-10 00:00:00,,,,,,entire population,,required,,,2020-04-17 21:06:04,,,,https://www.dropbox.com/s/bdvdszy7xr4rz1q/1523_mask.pdf?dl=1,,,,,,
,JH_HIT_KygDUj,JH_HIT,1550_public_transport,,,AFRO,central african republic,CAF,140,state,Bangui,public_transport_closed,,Public transportation closures,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,Limit on how many passengers can be transported  maximum of 10 passengers in minibuses; maximum of 3 passengers in taxis; maximum of 1 passenger on motorcycle taxi,2020-03-30 00:00:00,,,,,,entire population,,required,,,2020-04-19 10:51:25,,,,https://www.dropbox.com/s/94m2yegr92t1mkb/1550_public_transport_closed.pdf?dl=1,,,,,"https://www.radiondekeluka.org/actualites/societe/35369-bangui-des-forces-de-securite-dans-les-rues-pour-faire-respecter-les-mesures-contre-le-covid-19-dans-les-transports-en-commun.html
",
,JH_HIT_j0SF73,JH_HIT,1551_limit_mvt,,,AMRO,belize,BLZ,84,state,Belize,limited_mvt,,Limiting movement within borders,4.5.3,Social and physical distancing measures,Domestic travel ,Restricting entry,"The Government of Belize has declared a state of emergency for Ambergris Caye with immediate effect for 72 hours. This will allow the Ministry of Health time to conduct the proper mapping and tracing of contacts following the announcement of the first confirmed case of COVID19 in San Pedro Town, Ambergris CayeResidents of Ambergris Caye are being placed under mandatory quarantine. People will not be allowed to leave or return to the island over the next 72 hours. Leaving home is highly discouraged unless completely unavoidable",2020-03-23 00:00:00,,,,,,entire population,,,,,2020-04-19 13:05:17,,,,https://www.dropbox.com/s/qy5p3xk2oditwme/1551_limited_mvt.pdf?dl=1,,,,,https://www.pressoffice.gov.bz/state-of-emergency-declared-for-ambergris-caye/,
